EmployeeID,ExitDate,ExitReason,TenureAtExit_Months,RehireEligible
EMP29580,2025-10-23,Family Reasons,3,Yes
EMP29595,2025-07-28,End of Contract,5,Yes
EMP29644,2025-04-28,End of Contract,41,Yes
EMP29653,2025-07-22,End of Contract,21,Yes
EMP29655,2025-10-05,End of Contract,4,Yes
EMP29656,2022-12-09,Work Conditions,42,No
EMP29680,2025-10-19,End of Contract,25,Yes
EMP29697,2024-11-16,Better Opportunity,19,Yes
EMP29705,2025-09-26,Better Opportunity,3,Yes
EMP29709,2024-11-17,Better Opportunity,21,Yes
EMP29731,2025-10-17,Better Opportunity,33,Yes
EMP29734,2025-03-26,End of Contract,29,Yes
EMP29744,2025-06-11,Better Opportunity,40,Yes
EMP29752,2025-07-19,Better Opportunity,20,Yes
EMP29772,2025-10-14,End of Contract,5,Yes
EMP29778,2025-08-30,Better Opportunity,14,Yes
EMP29818,2025-03-04,Work Conditions,31,No
EMP29823,2025-04-20,Better Opportunity,10,Yes
EMP29830,2023-10-16,Better Opportunity,40,Yes
EMP29871,2025-05-04,Salary Issues,22,No
EMP29872,2024-08-12,Better Opportunity,28,Yes
EMP29876,2025-01-22,Better Opportunity,19,Yes
EMP29881,2023-11-26,End of Contract,41,Yes
EMP29886,2024-09-12,Family Reasons,40,Yes
EMP29900,2025-07-11,Work Conditions,13,No
EMP29904,2025-07-03,Better Opportunity,5,Yes
EMP29914,2025-07-11,End of Contract,17,Yes
EMP29925,2025-10-15,End of Contract,7,Yes
EMP29937,2025-07-09,Better Opportunity,7,Yes
EMP29939,2025-10-25,Better Opportunity,3,Yes
EMP29949,2024-11-25,Salary Issues,39,No
EMP29962,2025-10-08,End of Contract,5,Yes
EMP29963,2024-08-09,End of Contract,39,Yes
EMP29976,2025-01-28,Family Reasons,24,Yes
EMP29983,2024-06-14,Better Opportunity,21,Yes
EMP29993,2024-07-19,Better Opportunity,25,Yes
EMP30023,2025-06-13,End of Contract,44,Yes
EMP30026,2023-01-17,Better Opportunity,36,Yes
EMP30048,2025-09-26,End of Contract,3,Yes
EMP30054,2025-09-10,Better Opportunity,28,Yes
EMP30068,2023-01-30,Better Opportunity,43,Yes
EMP30079,2025-03-02,Terminated,33,No
EMP30083,2023-03-31,Family Reasons,44,Yes
EMP30114,2023-04-12,Better Opportunity,37,Yes
EMP30116,2025-09-20,End of Contract,14,Yes
EMP30123,2023-02-02,Better Opportunity,39,Yes
EMP30139,2025-04-25,Family Reasons,21,Yes
EMP30162,2025-07-27,Salary Issues,26,No
EMP30175,2022-11-03,End of Contract,40,Yes
EMP30201,2025-11-10,End of Contract,40,Yes
EMP30211,2023-12-02,Salary Issues,42,No
EMP30212,2023-09-20,End of Contract,37,Yes
EMP30216,2025-07-18,Family Reasons,31,Yes
EMP30251,2023-07-10,End of Contract,35,Yes
EMP30278,2024-12-18,End of Contract,20,Yes
EMP30280,2024-06-06,Family Reasons,39,Yes
EMP30298,2025-09-08,End of Contract,37,Yes
EMP30303,2025-11-02,Terminated,5,No
EMP30319,2024-12-18,Terminated,47,No
EMP30327,2024-04-25,Better Opportunity,25,Yes
EMP30331,2022-05-16,End of Contract,45,Yes
EMP30336,2025-01-30,End of Contract,28,Yes
EMP30365,2025-09-04,Health Issues,5,No
EMP30368,2024-12-11,Better Opportunity,18,Yes
EMP30382,2025-08-18,Better Opportunity,45,Yes
EMP30401,2022-10-20,Better Opportunity,39,Yes
EMP30412,2025-06-21,End of Contract,22,Yes
EMP30414,2024-06-04,End of Contract,42,Yes
EMP30449,2025-01-03,Family Reasons,18,Yes
EMP30458,2025-03-30,Work Conditions,25,No
EMP30471,2024-01-15,Better Opportunity,37,Yes
EMP30475,2024-05-14,Salary Issues,29,No
EMP30477,2024-10-19,Salary Issues,18,No
EMP30482,2024-07-03,Better Opportunity,26,Yes
EMP30517,2025-10-01,Better Opportunity,3,Yes
EMP30558,2023-07-16,Better Opportunity,29,Yes
EMP30559,2025-04-04,Better Opportunity,19,Yes
EMP30574,2025-10-03,Terminated,3,No
EMP30579,2023-04-27,Better Opportunity,36,Yes
EMP30611,2023-12-27,Better Opportunity,43,Yes
EMP30630,2022-10-22,Health Issues,42,No
EMP30632,2025-02-14,Salary Issues,14,No
EMP30654,2024-05-02,End of Contract,26,Yes
EMP30670,2024-09-03,Better Opportunity,29,Yes
EMP30676,2023-12-18,End of Contract,34,Yes
EMP30696,2025-10-27,Better Opportunity,38,Yes
EMP30708,2025-09-10,Family Reasons,37,Yes
EMP30724,2024-05-22,Health Issues,22,No
EMP30764,2025-02-27,Better Opportunity,16,Yes
EMP30766,2025-10-29,Family Reasons,44,Yes
EMP30772,2025-08-04,Better Opportunity,30,Yes
EMP30776,2025-08-18,Work Conditions,18,No
EMP30797,2025-05-25,End of Contract,31,Yes
EMP30806,2024-09-20,End of Contract,17,Yes
EMP30813,2025-03-12,Salary Issues,12,No
EMP30853,2024-09-25,Better Opportunity,23,Yes
EMP30863,2024-06-06,Family Reasons,23,Yes
EMP30883,2024-12-24,Better Opportunity,27,Yes
EMP30904,2023-04-11,Better Opportunity,33,Yes
EMP30905,2025-08-04,End of Contract,23,Yes
EMP30917,2023-10-08,Better Opportunity,46,Yes
EMP30923,2025-09-20,Work Conditions,29,No
EMP30947,2024-08-17,Better Opportunity,19,Yes
EMP30948,2024-03-12,End of Contract,30,Yes
EMP30953,2025-03-03,Salary Issues,34,No
EMP30968,2024-08-06,Work Conditions,40,No
EMP30982,2024-08-28,Salary Issues,16,No
EMP31029,2022-11-01,Family Reasons,43,Yes
EMP31043,2025-10-10,Better Opportunity,13,Yes
EMP31048,2025-08-30,Better Opportunity,11,Yes
EMP31073,2025-05-12,Salary Issues,27,No
EMP31074,2024-08-25,Salary Issues,27,No
EMP31077,2025-10-19,Better Opportunity,6,Yes
EMP31079,2022-12-29,Salary Issues,45,No
EMP31084,2025-03-28,Better Opportunity,11,Yes
EMP31086,2025-07-22,Family Reasons,25,Yes
EMP31091,2024-07-02,Salary Issues,27,No
EMP31125,2025-06-09,Work Conditions,37,No
EMP31129,2025-02-27,Better Opportunity,11,Yes
EMP31135,2024-03-05,Better Opportunity,36,Yes
EMP31148,2024-06-07,Better Opportunity,31,Yes
EMP31150,2024-12-03,Family Reasons,15,Yes
EMP31172,2025-09-04,Better Opportunity,16,Yes
EMP31181,2024-06-25,Better Opportunity,41,Yes
EMP31189,2025-04-05,Better Opportunity,15,Yes
EMP31208,2023-12-05,Family Reasons,36,Yes
EMP31217,2025-05-07,Better Opportunity,16,Yes
EMP31219,2025-07-11,Salary Issues,20,No
EMP31220,2023-06-27,Salary Issues,39,No
EMP31223,2025-10-11,Better Opportunity,36,Yes
EMP31244,2023-06-29,End of Contract,32,Yes
EMP31251,2024-10-16,Family Reasons,43,Yes
EMP31254,2024-12-08,End of Contract,20,Yes
EMP31273,2024-12-13,Family Reasons,13,Yes
EMP31295,2025-05-26,Family Reasons,7,Yes
EMP31306,2025-02-01,Better Opportunity,24,Yes
EMP31308,2024-07-06,Better Opportunity,21,Yes
EMP31314,2025-10-14,Family Reasons,4,Yes
EMP31321,2025-05-13,End of Contract,30,Yes
EMP31339,2024-07-07,End of Contract,40,Yes
EMP31352,2025-08-22,Salary Issues,5,No
EMP31355,2024-01-21,End of Contract,43,Yes
EMP31358,2025-09-07,Work Conditions,19,No
EMP31365,2025-09-30,Better Opportunity,38,Yes
EMP31368,2024-02-13,Better Opportunity,36,Yes
EMP31383,2025-10-25,Better Opportunity,6,Yes
EMP31388,2025-07-16,End of Contract,5,Yes
EMP31391,2025-01-06,End of Contract,26,Yes
EMP31414,2024-07-13,Better Opportunity,36,Yes
EMP31423,2025-08-13,Work Conditions,6,No
EMP31433,2025-05-15,Better Opportunity,19,Yes
EMP31450,2023-05-18,Better Opportunity,34,Yes
EMP31475,2024-12-16,Work Conditions,24,No
EMP31478,2025-04-02,Better Opportunity,13,Yes
EMP31482,2025-11-12,Family Reasons,3,Yes
EMP31487,2025-05-06,Work Conditions,31,No
EMP31493,2022-10-01,Salary Issues,41,No
EMP31506,2025-11-15,End of Contract,3,Yes
EMP31517,2023-11-30,Better Opportunity,40,Yes
EMP31531,2025-01-27,Better Opportunity,41,Yes
EMP31533,2025-05-07,Better Opportunity,9,Yes
EMP31537,2025-04-28,Work Conditions,33,No
EMP31561,2025-06-21,End of Contract,24,Yes
EMP31563,2024-10-25,Better Opportunity,24,Yes
EMP31564,2025-09-15,Work Conditions,42,No
EMP31572,2023-12-13,End of Contract,28,Yes
EMP31583,2024-06-25,Work Conditions,19,No
EMP31608,2025-08-08,Better Opportunity,7,Yes
EMP31611,2024-09-18,Terminated,23,No
EMP31618,2025-08-23,End of Contract,13,Yes
EMP31633,2022-07-09,Better Opportunity,44,Yes
EMP31646,2025-10-24,Salary Issues,10,No
EMP31653,2025-10-13,End of Contract,19,Yes
EMP31658,2025-10-31,Better Opportunity,5,Yes
EMP31664,2025-02-03,Health Issues,13,No
EMP31729,2025-08-17,End of Contract,24,Yes
EMP31739,2024-07-15,Salary Issues,39,No
EMP31743,2023-12-21,Better Opportunity,33,Yes
EMP31747,2023-10-29,Better Opportunity,43,Yes
EMP31760,2023-06-26,End of Contract,46,Yes
EMP31779,2024-08-14,End of Contract,31,Yes
EMP31781,2025-04-03,End of Contract,14,Yes
EMP31803,2023-12-19,Better Opportunity,33,Yes
EMP31814,2025-08-28,Terminated,10,No
EMP31831,2023-03-24,Family Reasons,36,Yes
EMP31845,2025-09-07,Better Opportunity,10,Yes
EMP31851,2025-09-28,End of Contract,28,Yes
EMP31870,2024-07-24,Salary Issues,24,No
EMP31871,2023-10-28,End of Contract,29,Yes
EMP31880,2023-06-08,Better Opportunity,31,Yes
EMP31882,2024-03-02,End of Contract,31,Yes
EMP31885,2024-08-15,Work Conditions,18,No
EMP31918,2022-12-10,Work Conditions,37,No
EMP31924,2024-05-08,End of Contract,36,Yes
EMP31932,2023-07-10,Better Opportunity,45,Yes
EMP31942,2025-03-01,Better Opportunity,22,Yes
EMP31991,2025-03-18,Better Opportunity,19,Yes
EMP32076,2023-07-09,Better Opportunity,44,Yes
EMP32099,2022-09-20,Family Reasons,46,Yes
EMP32117,2024-11-03,Better Opportunity,28,Yes
EMP32123,2025-05-14,Family Reasons,8,Yes
EMP32147,2025-10-07,Family Reasons,19,Yes
EMP32155,2025-08-31,Better Opportunity,18,Yes
EMP32157,2024-04-14,Family Reasons,28,Yes
EMP32161,2025-01-17,Better Opportunity,17,Yes
EMP32191,2025-09-26,End of Contract,5,Yes
EMP32204,2025-05-26,Better Opportunity,12,Yes
EMP32229,2024-05-08,Better Opportunity,29,Yes
EMP32243,2024-06-30,Salary Issues,40,No
EMP32244,2025-08-06,Better Opportunity,6,Yes
EMP32250,2023-04-24,Work Conditions,44,No
EMP32251,2024-01-12,Salary Issues,26,No
EMP32265,2025-03-29,Work Conditions,31,No
EMP32274,2024-12-22,Better Opportunity,41,Yes
EMP32275,2023-12-22,Work Conditions,33,No
EMP32281,2025-07-05,Salary Issues,23,No
EMP32284,2023-12-04,End of Contract,39,Yes
EMP32300,2025-05-05,End of Contract,9,Yes
EMP32319,2025-03-14,Better Opportunity,18,Yes
EMP32331,2025-11-07,Family Reasons,3,Yes
EMP32336,2025-01-14,Better Opportunity,11,Yes
EMP32346,2024-01-31,End of Contract,30,Yes
EMP32362,2023-03-27,Family Reasons,39,Yes
EMP32364,2025-03-17,Family Reasons,32,Yes
EMP32378,2025-05-29,End of Contract,28,Yes
EMP32384,2024-09-30,Better Opportunity,18,Yes
EMP32389,2025-05-22,Terminated,21,No
EMP32407,2025-08-23,Family Reasons,30,Yes
EMP32409,2024-11-21,Family Reasons,14,Yes
EMP32410,2025-05-23,Health Issues,10,No
EMP32429,2025-10-23,End of Contract,9,Yes
EMP32445,2024-12-04,End of Contract,23,Yes
EMP32457,2025-04-20,Salary Issues,44,No
EMP32470,2025-10-18,Better Opportunity,14,Yes
EMP32501,2025-03-20,Better Opportunity,31,Yes
EMP32503,2025-10-28,Better Opportunity,9,Yes
EMP32516,2023-07-09,Salary Issues,41,No
EMP32518,2025-09-17,Salary Issues,4,No
EMP32586,2024-04-27,Health Issues,22,No
EMP32615,2024-06-22,Better Opportunity,29,Yes
EMP32618,2025-02-01,Family Reasons,43,Yes
EMP32628,2025-11-13,Better Opportunity,6,Yes
EMP32637,2025-04-09,End of Contract,31,Yes
EMP32653,2025-07-27,Family Reasons,8,Yes
EMP32668,2025-08-16,Better Opportunity,41,Yes
EMP32671,2025-08-21,Family Reasons,4,Yes
EMP32684,2024-04-29,Better Opportunity,35,Yes
EMP32700,2024-11-26,Work Conditions,36,No
EMP32718,2025-08-14,Salary Issues,23,No
EMP32733,2025-06-15,Better Opportunity,40,Yes
EMP32746,2025-04-22,Salary Issues,14,No
EMP32755,2025-02-26,Better Opportunity,13,Yes
EMP32769,2025-10-14,Family Reasons,13,Yes
EMP32784,2025-03-22,End of Contract,9,Yes
EMP32791,2024-12-09,End of Contract,16,Yes
EMP32830,2025-07-30,Salary Issues,24,No
EMP32836,2023-07-27,Family Reasons,41,Yes
EMP32837,2025-08-01,Family Reasons,8,Yes
EMP32847,2025-06-07,Better Opportunity,29,Yes
EMP32870,2025-09-13,Work Conditions,37,No
EMP32879,2024-08-04,Terminated,22,No
EMP32880,2025-07-20,End of Contract,8,Yes
EMP32890,2023-12-08,End of Contract,42,Yes
EMP32897,2025-04-01,Work Conditions,35,No
EMP32926,2025-08-23,Salary Issues,8,No
EMP32943,2025-04-26,Terminated,37,No
EMP32946,2025-06-03,Salary Issues,10,No
EMP32949,2024-07-17,End of Contract,37,Yes
EMP32956,2025-07-05,End of Contract,31,Yes
EMP32962,2024-12-04,End of Contract,25,Yes
EMP32985,2025-08-25,Family Reasons,10,Yes
EMP33008,2025-08-10,Work Conditions,4,No
EMP33012,2023-03-10,Terminated,36,No
EMP33016,2024-05-19,Better Opportunity,20,Yes
EMP33023,2025-01-23,Better Opportunity,18,Yes
EMP33051,2025-05-11,Salary Issues,10,No
EMP33057,2025-10-28,Family Reasons,9,Yes
EMP33094,2025-07-03,Better Opportunity,19,Yes
EMP33099,2025-03-06,Better Opportunity,40,Yes
EMP33103,2024-05-08,End of Contract,37,Yes
EMP33110,2025-10-09,Family Reasons,4,Yes
EMP33120,2024-02-16,Better Opportunity,26,Yes
EMP33123,2025-03-02,Better Opportunity,17,Yes
EMP33139,2024-07-04,Better Opportunity,20,Yes
EMP33140,2025-06-17,End of Contract,13,Yes
EMP33141,2025-07-16,Better Opportunity,8,Yes
EMP33167,2024-05-23,Family Reasons,43,Yes
EMP33172,2025-10-25,Family Reasons,27,Yes
EMP33178,2025-07-12,Better Opportunity,8,Yes
EMP33192,2024-11-07,Better Opportunity,32,Yes
EMP33206,2022-10-25,Better Opportunity,40,Yes
EMP33238,2025-08-26,Better Opportunity,33,Yes
EMP33250,2023-03-03,End of Contract,43,Yes
EMP33253,2025-01-03,Family Reasons,24,Yes
EMP33260,2024-07-27,End of Contract,32,Yes
EMP33273,2024-06-15,Terminated,33,No
EMP33278,2024-09-16,Better Opportunity,31,Yes
EMP33282,2024-12-25,End of Contract,23,Yes
EMP33283,2025-07-05,End of Contract,5,Yes
EMP33302,2025-05-04,Salary Issues,10,No
EMP33305,2025-11-13,Family Reasons,10,Yes
EMP33328,2023-06-26,End of Contract,41,Yes
EMP33340,2025-03-15,Better Opportunity,31,Yes
EMP33357,2025-06-15,Better Opportunity,12,Yes
EMP33364,2024-11-29,End of Contract,41,Yes
EMP33416,2024-08-06,Family Reasons,23,Yes
EMP33452,2023-10-31,End of Contract,34,Yes
EMP33460,2023-10-02,Better Opportunity,33,Yes
EMP33470,2025-11-15,End of Contract,5,Yes
EMP33475,2023-10-31,Salary Issues,28,No
EMP33478,2024-01-19,End of Contract,42,Yes
EMP33486,2024-11-07,Better Opportunity,24,Yes
EMP33503,2025-06-01,Better Opportunity,9,Yes
EMP33521,2025-06-19,Better Opportunity,20,Yes
EMP33530,2022-05-11,End of Contract,46,Yes
EMP33540,2025-04-16,Better Opportunity,11,Yes
EMP33547,2024-10-28,Terminated,15,No
EMP33554,2025-03-17,Better Opportunity,36,Yes
EMP33555,2025-01-02,Salary Issues,14,No
EMP33568,2024-12-05,Health Issues,13,No
EMP33576,2024-02-06,End of Contract,39,Yes
EMP33589,2025-07-08,Family Reasons,16,Yes
EMP33591,2025-04-17,Better Opportunity,8,Yes
EMP33623,2024-10-28,End of Contract,14,Yes
EMP33626,2025-10-16,End of Contract,5,Yes
EMP33629,2025-09-18,Family Reasons,8,Yes
EMP33634,2025-11-10,End of Contract,10,Yes
EMP33652,2024-05-18,End of Contract,32,Yes
EMP33655,2023-12-23,End of Contract,35,Yes
EMP33669,2025-06-29,End of Contract,34,Yes
EMP33701,2025-04-03,Salary Issues,44,No
EMP33708,2024-10-08,Better Opportunity,16,Yes
EMP33721,2025-11-10,End of Contract,21,Yes
EMP33743,2025-04-29,Better Opportunity,46,Yes
EMP33746,2025-09-15,End of Contract,11,Yes
EMP33753,2024-03-30,Better Opportunity,42,Yes
EMP33757,2025-05-26,Salary Issues,26,No
EMP33776,2025-10-03,Better Opportunity,43,Yes
EMP33799,2025-03-06,Family Reasons,23,Yes
EMP33804,2023-11-01,Family Reasons,42,Yes
EMP33813,2024-09-09,Work Conditions,42,No
EMP33842,2024-11-09,End of Contract,14,Yes
EMP33859,2025-01-01,Better Opportunity,24,Yes
EMP33867,2025-03-06,End of Contract,12,Yes
EMP33883,2023-01-17,Work Conditions,38,No
EMP33900,2024-06-09,Family Reasons,21,Yes
EMP33915,2025-08-24,Family Reasons,33,Yes
EMP33934,2025-09-12,Health Issues,3,No
EMP33935,2023-11-23,Better Opportunity,30,Yes
EMP33956,2025-01-01,Better Opportunity,28,Yes
EMP33976,2025-07-09,Better Opportunity,15,Yes
EMP33979,2024-09-14,Family Reasons,20,Yes
EMP33983,2025-04-09,Better Opportunity,14,Yes
EMP33985,2023-10-16,End of Contract,41,Yes
EMP34003,2024-12-09,Better Opportunity,27,Yes
EMP34014,2024-03-29,Better Opportunity,46,Yes
EMP34019,2025-08-12,Salary Issues,4,No
EMP34026,2023-12-18,Better Opportunity,25,Yes
EMP34029,2024-07-23,Better Opportunity,29,Yes
EMP34035,2023-12-10,Better Opportunity,30,Yes
EMP34075,2024-05-11,Better Opportunity,28,Yes
EMP34113,2024-10-16,End of Contract,16,Yes
EMP34115,2025-08-27,Better Opportunity,13,Yes
EMP34143,2024-07-17,End of Contract,32,Yes
EMP34151,2022-04-14,Better Opportunity,45,Yes
EMP34159,2025-07-13,End of Contract,29,Yes
EMP34164,2023-07-28,Better Opportunity,32,Yes
EMP34177,2022-08-20,Family Reasons,42,Yes
EMP34193,2025-06-07,Family Reasons,14,Yes
EMP34196,2025-10-30,Family Reasons,31,Yes
EMP34198,2025-07-19,Health Issues,8,No
EMP34202,2025-11-03,End of Contract,11,Yes
EMP34208,2025-09-22,End of Contract,36,Yes
EMP34247,2025-10-25,End of Contract,36,Yes
EMP34250,2024-10-21,Better Opportunity,23,Yes
EMP34254,2023-05-22,Work Conditions,36,No
EMP34271,2025-07-27,Better Opportunity,10,Yes
EMP34326,2025-07-29,Better Opportunity,46,Yes
EMP34329,2024-02-23,Salary Issues,22,No
EMP34338,2025-08-22,Family Reasons,38,Yes
EMP34345,2024-09-03,End of Contract,20,Yes
EMP34378,2025-10-13,Family Reasons,8,Yes
EMP34382,2025-08-30,Work Conditions,41,No
EMP34384,2025-04-12,End of Contract,16,Yes
EMP34386,2025-11-05,Better Opportunity,35,Yes
EMP34406,2024-01-21,Better Opportunity,45,Yes
EMP34407,2024-10-31,Family Reasons,39,Yes
EMP34414,2025-03-21,Work Conditions,36,No
EMP34415,2025-01-21,Better Opportunity,24,Yes
EMP34424,2025-08-08,End of Contract,13,Yes
EMP34440,2025-10-11,Better Opportunity,13,Yes
EMP34445,2023-04-21,End of Contract,38,Yes
EMP34450,2024-10-08,Salary Issues,32,No
EMP34451,2025-09-20,Salary Issues,39,No
EMP34465,2025-09-25,Better Opportunity,29,Yes
EMP34476,2023-09-22,Better Opportunity,44,Yes
EMP34495,2025-06-02,Better Opportunity,7,Yes
EMP34508,2023-02-01,Better Opportunity,37,Yes
EMP34510,2025-09-28,End of Contract,3,Yes
EMP34519,2025-03-22,Work Conditions,13,No
EMP34554,2023-07-17,Work Conditions,41,No
EMP34555,2024-05-11,Better Opportunity,29,Yes
EMP34564,2025-03-11,Terminated,22,No
EMP34577,2024-12-11,Better Opportunity,43,Yes
EMP34588,2025-08-31,Better Opportunity,4,Yes
EMP34640,2023-12-06,Better Opportunity,42,Yes
EMP34644,2025-10-06,Family Reasons,35,Yes
EMP34656,2023-07-02,Better Opportunity,34,Yes
EMP34664,2025-10-31,Work Conditions,4,No
EMP34671,2025-07-12,Family Reasons,15,Yes
EMP34680,2024-12-03,End of Contract,26,Yes
EMP34705,2025-08-16,Better Opportunity,25,Yes
EMP34711,2024-12-27,End of Contract,15,Yes
EMP34719,2024-12-17,End of Contract,38,Yes
EMP34721,2023-05-10,Family Reasons,38,Yes
EMP34733,2024-12-21,Salary Issues,46,No
EMP34741,2024-10-30,Family Reasons,33,Yes
EMP34758,2025-03-31,Better Opportunity,33,Yes
EMP34761,2023-12-13,Better Opportunity,26,Yes
EMP34768,2025-08-20,End of Contract,7,Yes
EMP34771,2024-12-25,End of Contract,17,Yes
EMP34779,2024-04-28,End of Contract,44,Yes
EMP34796,2024-07-27,End of Contract,33,Yes
EMP34803,2025-06-11,Better Opportunity,31,Yes
EMP34844,2025-01-05,Better Opportunity,25,Yes
EMP34864,2025-10-04,Work Conditions,6,No
EMP34875,2024-08-23,Better Opportunity,31,Yes
EMP34877,2025-04-08,Better Opportunity,21,Yes
EMP34894,2024-06-13,Salary Issues,26,No
EMP34902,2025-05-09,End of Contract,25,Yes
EMP34914,2025-07-12,Better Opportunity,10,Yes
EMP34915,2025-04-30,End of Contract,39,Yes
EMP34925,2024-01-16,Family Reasons,38,Yes
EMP34938,2024-10-10,Family Reasons,26,Yes
EMP34961,2025-04-22,Better Opportunity,20,Yes
EMP34990,2025-08-25,End of Contract,11,Yes
EMP35000,2025-11-08,End of Contract,32,Yes
EMP35011,2024-06-24,Better Opportunity,26,Yes
EMP35017,2024-12-27,End of Contract,46,Yes
EMP35021,2025-08-04,Better Opportunity,14,Yes
EMP35029,2025-06-10,Better Opportunity,9,Yes
EMP35048,2025-07-02,Family Reasons,7,Yes
EMP35051,2024-12-22,Salary Issues,30,No
EMP35057,2023-05-23,Better Opportunity,43,Yes
EMP35061,2025-06-12,Salary Issues,10,No
EMP35065,2025-10-09,Family Reasons,9,Yes
EMP35075,2022-10-06,Work Conditions,43,No
EMP35093,2023-02-02,Family Reasons,41,Yes
EMP35116,2022-11-02,End of Contract,38,Yes
EMP35125,2025-07-08,Better Opportunity,22,Yes
EMP35127,2024-09-19,End of Contract,35,Yes
EMP35151,2025-07-02,Better Opportunity,26,Yes
EMP35162,2024-01-07,Better Opportunity,40,Yes
EMP35175,2024-04-29,Better Opportunity,23,Yes
EMP35228,2025-07-05,Family Reasons,27,Yes
EMP35244,2025-07-24,Salary Issues,5,No
EMP35246,2025-08-21,Salary Issues,9,No
EMP35257,2025-01-16,Better Opportunity,12,Yes
EMP35258,2023-06-14,Better Opportunity,39,Yes
EMP35260,2024-12-27,Family Reasons,12,Yes
EMP35265,2024-03-21,End of Contract,27,Yes
EMP35275,2025-09-01,Better Opportunity,6,Yes
EMP35293,2024-08-18,Family Reasons,44,Yes
EMP35313,2025-09-07,End of Contract,4,Yes
EMP35320,2025-08-21,Work Conditions,20,No
EMP35333,2025-06-26,Work Conditions,14,No
EMP35335,2025-06-19,Health Issues,10,No
EMP35340,2024-12-26,Family Reasons,13,Yes
EMP35357,2025-05-15,End of Contract,45,Yes
EMP35374,2025-01-08,Better Opportunity,16,Yes
EMP35381,2025-09-20,Better Opportunity,4,Yes
EMP35418,2024-07-24,Better Opportunity,17,Yes
EMP35421,2025-09-19,Terminated,13,No
EMP35440,2024-02-12,Work Conditions,41,No
EMP35444,2024-12-16,Better Opportunity,14,Yes
EMP35454,2025-10-22,Better Opportunity,12,Yes
EMP35455,2025-10-22,Work Conditions,5,No
EMP35461,2023-08-14,Family Reasons,28,Yes
EMP35475,2023-10-20,Health Issues,38,No
EMP35497,2024-10-23,Better Opportunity,42,Yes
EMP35504,2023-02-01,Better Opportunity,38,Yes
EMP35511,2025-08-27,End of Contract,36,Yes
EMP35530,2023-11-13,Better Opportunity,33,Yes
EMP35548,2022-06-05,Better Opportunity,44,Yes
EMP35553,2025-06-15,Family Reasons,7,Yes
EMP35555,2025-05-13,Better Opportunity,9,Yes
EMP35585,2024-11-20,Better Opportunity,27,Yes
EMP35607,2024-09-14,Work Conditions,33,No
EMP35616,2025-09-01,Better Opportunity,4,Yes
EMP35634,2023-07-23,Salary Issues,37,No
EMP35650,2024-01-29,Family Reasons,30,Yes
EMP35652,2025-05-08,End of Contract,27,Yes
EMP35668,2025-04-08,Better Opportunity,14,Yes
EMP35700,2024-03-06,Better Opportunity,25,Yes
EMP35702,2024-05-16,Salary Issues,19,No
EMP35703,2025-07-24,Work Conditions,6,No
EMP35706,2025-09-11,Health Issues,16,No
EMP35719,2025-07-26,End of Contract,7,Yes
EMP35762,2022-04-14,Salary Issues,46,No
EMP35763,2024-12-21,Salary Issues,37,No
EMP35765,2025-08-12,End of Contract,23,Yes
EMP35787,2025-08-23,Family Reasons,4,Yes
EMP35802,2025-05-15,Health Issues,39,No
EMP35805,2024-06-18,Health Issues,46,No
EMP35834,2025-06-05,Better Opportunity,40,Yes
EMP35849,2025-03-11,Salary Issues,30,No
EMP35851,2025-10-30,End of Contract,9,Yes
EMP35853,2024-04-09,Better Opportunity,38,Yes
EMP35857,2025-07-29,Better Opportunity,37,Yes
EMP35862,2025-07-24,End of Contract,25,Yes
EMP35868,2025-04-29,Salary Issues,12,No
EMP35881,2025-06-03,Family Reasons,19,Yes
EMP35902,2023-09-11,Salary Issues,44,No
EMP35904,2025-08-22,End of Contract,5,Yes
EMP35909,2024-09-03,Family Reasons,41,Yes
EMP35923,2023-11-01,Family Reasons,33,Yes
EMP35931,2025-08-16,End of Contract,6,Yes
EMP35941,2024-02-20,End of Contract,30,Yes
EMP35968,2024-06-10,Better Opportunity,42,Yes
EMP36001,2025-11-13,Better Opportunity,14,Yes
EMP36011,2024-10-19,End of Contract,24,Yes
EMP36032,2025-03-04,Better Opportunity,25,Yes
EMP36038,2024-02-23,Terminated,30,No
EMP36046,2025-05-10,Health Issues,15,No
EMP36091,2025-08-30,Salary Issues,31,No
EMP36093,2025-01-21,End of Contract,24,Yes
EMP36098,2025-01-17,Family Reasons,23,Yes
EMP36104,2025-10-29,Better Opportunity,27,Yes
EMP36107,2025-06-11,Work Conditions,14,No
EMP36117,2023-02-21,Salary Issues,42,No
EMP36152,2024-09-12,Family Reasons,26,Yes
EMP36157,2024-06-22,Better Opportunity,27,Yes
EMP36164,2025-05-10,Better Opportunity,34,Yes
EMP36175,2024-10-07,Salary Issues,36,No
EMP36186,2025-08-07,Family Reasons,4,Yes
EMP36204,2025-06-08,Better Opportunity,12,Yes
EMP36216,2023-10-26,End of Contract,44,Yes
EMP36218,2025-02-15,Better Opportunity,19,Yes
EMP36224,2024-01-20,Better Opportunity,40,Yes
EMP36235,2025-01-08,Work Conditions,33,No
EMP36247,2024-04-19,Better Opportunity,21,Yes
EMP36253,2023-12-01,Family Reasons,36,Yes
EMP36268,2025-04-27,Family Reasons,18,Yes
EMP36282,2025-07-30,Better Opportunity,8,Yes
EMP36292,2024-04-15,Family Reasons,35,Yes
EMP36306,2025-01-16,Terminated,14,No
